,sentence,download_link
1884,Tank Utilization by Commodity Type Page 16     Table 5,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1885,Continued Tank Utilization by Commodity Type  Tank Service Legend  Service Receipt BreakoutSegregated R/S B/SShare Common Bottoms R/B B/BCommingled R/C B/CNo Tankage RequirementGeneral Notes2.      ,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1886,"The CRW, SW, SLE, SHE, LSB and M commodities are blended from their individual components and are combined on receipt and segregated       receipt service is provided for these streams.      ",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1887,bottoms with compatible sours.- US sweet crude will cross bottoms with commodity group “F”.,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1888,"- US Sour crude will cross bottoms with commodity groups, in the order of ""E"", ""D"", and ""I"".  ",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1889,- US medium crudes will move through the system the same as Midale.  ,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1890,- US heavy crude streams will move through the system the same as heavy streams.5/31/2010Tank Service DefinitionsCrude streams that does not share tankage with other crude streams.,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1891,"Crude streams that can share tank bottoms with other crude types;- As a first option, a commodity will cross bottoms with the same commodity.-",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1892,"As second option, a commodity will cross bottoms within its identified Commodity Group.- Third, fourth, and fifth choices are noted in superscript in preferential order.",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1893,"Crude components that share tankage with other like-crude components to form single commingled streams e.g. SW, SLE, SHE, SO, CRW, LSB, M.  Crude streams that can be commingled with a given commodity are noted in superscript in preferential order.1.      ",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1894,Above tankage references,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1895,Enbridge facilities only.3.   ,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1896,"OCC, PBS, CNH and CCA require buffering.4.   ",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1897,SHE and SO will be commingled as required at breakout locations.  ,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1898,"Once commingled, they are treated as a single commodity and may cross 5.      ",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1899,"US and Foreign crude is received at Clearbrook, Mokena, and Lewiston on the Enbridge system.",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1900,6.      ,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1901,"Natural Gas Liquids, Gasoline, and Distillate do not utilize Enbridge tankage and are therefore not included in this table.",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1902,List of Tables Table 6 – Commodity Testing Summary Page 17     Table 6 Commodity Testing Summary   Transport CommodityQuality CategoryTestRefined Products (Gasoline and Distillate),https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1903,Products 2Condensate,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1904,"Blend (CRW) 3, 6, 7Amoco Condensate (ACB) 1, 2, 3Suncor A, Suncor C (OSA, OSC) 1, 2, 3, 8*Syncrude (SYN) 1, 2, 3, 8*Premium Albian Synthetic (PAS) 1, 2, 3Shell Premium Synthetic (SPX) 1, 2, 3Shell Synthetic Light (SSX) 1, 2, 3CNRL Light Sweet Synthetic Blend (CNS) 1, 2, 3CNRL Synthetic Custom Blend (CNC) 1, 2, 3Husky Synthetic Blend (HSB) 1, 2, 3BP Sweet Synthetic Blend (BSS) 1, 2, 3Long Lake Light Synthetic Blend (PSC) 1, 2, 3Newgrade Synthetic Blend (NSA, NSX) 1, 2, 3Mixed Blend Sweet (SW) 1, 2, 3, 4Long Lake Sweet Blend (PSW) 1, 2, 3, 4U.S. Sweet – Clearbrook (UHC) 1, 2, 3, 4U.S. Sweet – Lewiston (UHL) 1, 2, 3, 4U.S. Sweet – Mokena (UHM) 1, 2, 3, 4Low",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1905,"Sulphur Sour (SLE) 1, 2, 3, 5BP Sour Blend (BSO) 1, 2, 3, 5Long Lake Sour Blend (PSO) 1, 2, 3Light Sour Blend (LSB) 1, 2, 3, 5High Sulfur Sour (SHE) 1, 2, 3, 5Moose Jaw Tops (MJT) 1, 2, 3Hardisty Sour (SO) 1, 2, 3, 5U.S. Sour - Mokena (UOM) 1, 2, 3Midale (M) Medium 1, 2, 3General",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1906,Notes:4/18/2011,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1907,* Test only performed when commodity used as Line 1 buffer.,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1908,Light SourSweetLightSyntheticCondensateHigh SourCrude tests referenced in Table 6 are detailed in Tables 6A through 6E respectively.,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1909,Test 3A on Table 6A and phosphorus testing listed under Test 4 on table 6B are incremental to base Service Levels and the testing costs are being recovered separately.,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1910,List of Tables Table 6 – Commodity Testing Summary Page 18     Table 6,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1911,"Continued Commodity Testing Summary                                                      Transport CommodityQuality CategoryTestAlbian Heavy Synthetic (AHS) 1, 2,",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1912,"3Albian Residual Blend (ARB) 1, 2, 3Cold Lake (CL) 1, 2,",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1913,"3Wabasca Heavy (WH) 1, 2, 3BP Synthetic Heavy Blend (BSH) 1, 2, 3BP Conventional Heavy Blend (BCH) 1, 2, 3Western Canadian Blend (WCB) 1, 2, 3Western Canadian Select (WCS) 1, 2, 3Bow River (BR) 1, 2, 3Lloydminster Hardisty (LLB) 1, 2, 3Lloydminster Kerrobert (LLK) 1, 2, 3Smiley Coleville (SC) 1, 2, 3Fosterton (F) 1, 2, 3U.S. Heavy - Mokena (UVM) 1, 2, 3Peace Heavy (PH) 1, 2, 3Seal Heavy (SH) 1, 2, 3Access Western Blend (AWB) 1, 2, 3Albian Muskeg River Heavy (AMH) 1, 2, 3Surmont Heavy Blend (SHB) 1, 2, 3MacKay River Heavy (MKH) 1, 2, 3Long Lake Heavy SynBit Blend (PSH) 1, 2, 3Christina Syn-Bit (CSB) 1, 2, 3Borealis Heavy Blend (BHB) 1, 2,",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1914,"3Statoil Cheecham Blend (SCB) 1, 2, 3Suncor H (OSH) 1, 2, 3Albian Vacuum Blend (AVB) 1, 2, 2Pine Bend Special (PBS) 1, 2, 3CNRL Heavy Sour Synthetic Blend (CNH) 1, 2, 3Suncor Cracked C (OCC) 1, 2, 3Caroline Condensate (CCA) 1, 2, 3Sarnia",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1915,"Special (SSS) 1, 2,",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1916,3General Notes:4/15/2011Heavy High TanCrude tests referenced in Table 6 are detailed in Tables 6A through 6E respectively.,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1917,Test 3A on Table 6A and phosphorus testing listed under Test 4 on table 6B are incremental to base Service Levels and the testing costs are being recovered separately.,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1918,OtherCrackedHeavy,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1919,* Test only performed when commodity used as Line 1 buffer.,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1920,Heavy Low ResidList of Tables Table 6 – Commodity Testing Summary Page 19     Table 6A – General Testing      ,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1921,"Test Frequency Crude Types Tests ReportingAll S&W, densityReported by receipt ticket to feeder pipeline.",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1922,All heavy crudes ViscosityReported to feeder on exception basis only on violation of tariff quality specifications.,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1923,Select light and medium crudesViscosity – tested during winter months to determine tariff categoryReported to feeder on exception basis only on violation of tariff quality specifications.,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1924,"On Delivery All S&W, densityReported by delivery ticket to delivery facility.",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1925,"On Receipt and DeliveryRefined products and NGL3Annual Crude CharacteristicsAllDensity, RVP, sulphur, viscosity (10°C, 20°C, 30°C, 40°C, 45°C), pour point every two yearsAnnual crude characteristics report.3A Annual RandomOrganic Chloride, Olefinic contentReported to feeder on exception basis only on violation of quality specifications.4/15/2011On Receipt2Testing and reporting",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1926,are in accordance with Enbridge’s,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1927,Line 1 Operations Manual.1List of Tables Table 6 – Commodity Testing Summary Page 20     Table 6B –,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1928,Sweet Streams,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1929,Testing                      Table 6C – Sour Streams Testing   Test Location Frequency,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1930,"TestSelected receipt batchesDensity, sulphurAll receipt batchesDensity",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1931,", sulphur         Reported to feeder on exception basis only on violation of stream quality specifications per SW Receipt Quality Standard",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1932,"proceduresReporting       Enbridge issues monthly Crude Equalization Program report by the 15th day of the following monthReported to feeder on exception basis only on violation of stream quality specifications per SW Receipt Sulphur Standard proceduresReported to feeder on exception basis only on violation of stream quality specifications per SW Receipt Sulphur Standard procedures4 ReceiptAll receipt batchesDensity, sulphur, phosphorusSelected batch receipt composite for SW components (SW component feeders defined in Table 1)CommentsU.S.  ",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1933,Sweet      ,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1934,"(UHC, UHL)U.S.  ",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1935,Sweet      ,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1936,(UHM)Test Location Frequency,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1937,Test4/15/2011Comments Reporting       Enbridge issues monthly Crude Equalization Program report by the 15th day of the following monthSelected batch receipt composite for Edmonton SLE & SHE and,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1938,"Cromer LSB feeder components5 Receipt WeeklyDensity,",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1939,sulphur       Reported to feeder on exception basis only on violation of respective stream quality specifications per SLE Receipt Sulphur Standard proceduresList of Tables Table 6 – Commodity Testing Summary Page 21     Table 6D – Condensate Sampling Procedures and Testing – Edmonton Terminal                     Table 6E –,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1940,Line 1 Synthetic Buffer Testing    Test LocationCollection FrequencyTestsSample TypeTestSample TypeTestSample TypeTest ReportingSelect weekly compositeButane1 spot /,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1941,mo Sulphur7Delivery at Edmonton1 / weekS&W and density1 spot/moVapour pressure1 spot / mo ButaneS& W and density,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1942,reported by delivery ticket,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1943,"to delivery facilityEnbridge issues monthly Condensate Equalization Program report by the 15th day of the following monthComposite Sample Monthly Testing Bimonthly Testing Quarterly TestingRandom Composite per CRW component streamViscosity, Olefins,Organic Chlorides,Aromatics, Meracptans,H2S, Benzene, Mercury,Oxygenates,Total Suspended Solids,Phosphorous (Volatile)6 Receipts1 / week – continuous & batched feedersS&Wdensity and Sulfur1 spot/moVapour pressureTest",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1944,"Location8 Edmonton4/15/2011TestDensity, copper strip and sediment contentFrequencyBatch pump outReported to feeder on exception basis only on violation of Line 1 Quality GuidelinesReportingList of Tables Table 7 –",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1945,Scheduling Calendar Page 22     Table 7 Scheduling Calendar                                            Business,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1946,DayActivityIF,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1947,NO ApportionmentActivityIF Apportionment1Notices of shipment due to Enbridge(Notice of shipment dates issued by Enbridge per COLC calendar)Notices of shipment due to Enbridge(Notice of shipment dates issued by Enbridge per COLC calendar)1,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1948,"If no apportionment is determined, so announcedIf apportionment is determined, verification procedures commence2 Commence compiling new month's scheduleTwenty-four (24) hours after feeder verification procedures commence, apportionment announced and revised notices of shipment requested3 Revised notices of shipment received4Complete scheduling sequence for Lines 1, 2, 3, 4, 67 and 65 and issue via OM2/SISCommence compiling new months schedule5Complete scheduling sequence for Lines 5, 6, 14, 61, 62, 16 and 17 and issue via OM2/SIS6Complete scheduling sequence for Lines 7, 10 and 11 and issue via OM2/SISComplete scheduling sequence for Lines 1, 2, 3, 4, 67 and 65 and issue via OM2/SIS7Complete scheduling sequence for Lines 5, 6, 14, 61, 62, 16 and 17 and issue via OM2/SIS8Complete scheduling sequence for Lines 7, 10 and 11 and issue via OM2/SIS5/4/2010List of Tables Table 7 – Scheduling Calendar Page 23     Table 7 Continued Scheduling Calendar  ",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1949,Scheduling Notes   ,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1950,"5/4/2010Pipeline schedules are updated on a daily basis, including the processing of changes resulting from shipper requests and due to varying operating conditions.  ",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1951,All changes submitted through OM2/SIS affecting pump orders (next 48 hours) will be promted to give proper notification to the Pipeline Schedulers as per the Line Space Queue rules.,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1952,"Pipeline Initially ApportionedBatch requests located in the line space queue will be honored if the pipeline, or any segment thereof, was initially apportioned, and space has become available either due to shippers reducing volumes or an increase in capacity occurs.  ",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1953,"When either condition occurs, the first shipper in the queue will be contacted and given notification there is spare capacity and option of adding a batch.  ",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1954,"In all cases prior to being accepted by Enbridge, the feeder pipeline must verify any extra volumes tendered.  ",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1955,"If the total remains less than the available capacity, the volumes will be accepted.  ",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1956,"If spare capacity still remains, the next shipper in the queue will be contacted.",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1957,Pipeline,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1958,"At or Below CapacityIf nominations for the pipeline, or any segment thereof, indicates that space is available for the month, or in the case of a pipeline initially at capacity and space becomes available, shippers may increase volumes, on a first come basis, at any time up to the point that the increase brings that segment to capacity.",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1959,Any volume increases that cannot be accommodated at this time should be submitted to our line space queue.,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1960,"When space becomes available on a pipeline that is initially at capacity shippers will be notified through the Oil Movement Manager/Shipper Information System (OM2/SIS) Portal that increases to nominations will be accepted.- Any changes or updates that directly affect the next 48 hours of business must be received no later than 2:00 pm MST.- Changes as a result of emergency may be accepted after 2:00 pm MST if accompanied by a direct telephone communication, and must be acknowledged by Enbridge.1.  ",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1961,Schedule Updates and Changes2.      ,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1962,Accepting Increases in NominationsList of Tables Table 8 –,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1963,Shipper Services Business Activities    Page 24     Table 8A Supply Management   Process Activity ReportingNominations,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1964,Due on a specific date and time as specified on,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1965,the Crude Oil Logistics Committee (COLC) Forecast Reporting Calendar.,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1966,"Enbridge issues letter to all shippers, feeders and interested parties by November 30 each year for the following year’s nomination calendar.         ",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1967,All nomination information is compiled to determine if apportionment required.         ,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1968,"If required, announced by the end of first business day after initial nominations are due (as outlined in the COLC forecast-reporting calendar).",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1969,Revised Notices of Shipment due back 24 hours from time of announcement.         ,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1970,"If not required, announcement is made the afternoon of the day Notices of Shipment are due.",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1971,TicketingTickets are pulled each Monday morning or as specified per COLC forecast reporting calendar.,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1972,No Enbridge reporting for this activity.,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1973,Weekly SplitsWeekly splits are required to be provided to Enbridge by 12:00 pm each Tuesday or as specified by the COLC forecast reporting calendar.,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1974,Enbridge issues Splits Reports to all shippers by end of respective week.         ,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1975,Feeders notified of month-end total deliveries to Enbridge by end of day on 2nd working day of the new month for the previous month.         ,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1976,Feeders provide to Enbridge month-end splits (within 24 hours after notified by Enbridge),https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1977,3rd working day of new month for previous month.,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1978,Supply management month-end close occurs on the 4th working day of the new month for the previous month.,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1979,Note:,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1980,Timely completion is dependent on all industry information being provided to Enbridge on time.         ,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1981,Enbridge issues Shipper Nomination and Actual Supply Report to all shippers and interested parties.         ,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1982,"For a shipper(s) in violation of NPP, Detail of Shipper Performance Report issued after month end close.5/31/2010Month-end CloseEnbridge issues reports to all shippers and feeders with information pertaining to previous month's activities by 12:00 pm on the 6th working day of the following month.",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1983,Non-Performance Penalty (NPP) ProcessRefer to tariff Rules and Regulations under Non-Performance.,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1984,"ApportionmentEnbridge issues letter to all shippers, feeders and interested parties in accordance with Scheduling Calendar (Table 7).Month-end",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1985,Splits,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1986,No Enbridge reporting for this activity.,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1987,List of Tables Table 8 – Shipper Services Business Activities    ,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1988,Page 25      Process Activity Reporting         Summarizes shipper activity in the system.         ,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1989,Sent out at month-end after close off is completed.,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1990,Note:,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1991,Timely completion is dependent on all industry information being provided to Enbridge on time.,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1992,Retention StockCalculated quarterly using a combination of 2 months actual receipts and 1 month nominations.,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1993,Enbridge issues Retention Stock Report to shippers quarterly via OM2/SIS.         ,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1994,Automatic Balancing procedure available in the Tariffs and Tolls section at www.enbridge.com          ,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1995,Performed on an on going basis.,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1996,"Process Activity ReportingPreliminary statements issued the 6th / 7th working day, with final statements including Automatic Balancing transactions and pricing by the 15th working day.",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1997,Note:,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1998,Timely completion is dependent on all industry information being provided to Enbridge on time.,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
1999,Tariff InvoicingIssued on the 4th working day after the 15th; and the 4th working day after the last working day of each month.,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
2000,Enbridge issues,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
2001,Tariff Invoices.5/31/2010Table 8BCarriers InventoryMonthly Shippers BalanceEnbridge issues Monthly Shippers Balance Statement.,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
2002,Table 8COil AccountingSupply Control Shippers Position ReportReporting for this activity is included in Month-end Close reporting.,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
2003,Balancing Shipper’s PositionsNo Enbridge reporting for this activity.   ,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
2004,O-1 SCHEDULE “O”,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
2005,– LINE 9 CAPITAL REPORTING TEMPLATE  ,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
2006,A B C D 1 Capital Project AFE Number Capital Project Expenditure in Prior years Capital Project Expenditure during Past Calendar Year Capital Project Expenditure Forecast for Current Calendar Year 2 Line 9:,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
2007,Each Project AFE in excess of $5 M in Canadian $    ,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
2008,3 Project,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
2009,A CDN,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
2010,$ in 2010 & prior CDN,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
2011,$ in 2011 CDN,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
2012,$ in 2012 4 Project B CDN,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
2013,$ in 2010 & prior CDN,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
2014,$ in 2011 CDN,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
2015,$ in 2012 5 Project C CDN,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
2016,$ in 2010 & prior CDN,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
2017,$ in 2011 CDN,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
2018,$ in 2012 6 Line 9:,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
2019,Total of Line 9 Shipper Supported Capital Projects less than $5 M per project in Canadian $    7 Sum of all other AFEs    8  Total,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
0,CER No.,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099880
1,470                                                                                                       Cancels CER,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099880
2,No.,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099880
3,466      ,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099880
4,ENBRIDGE PIPELINES INC.     ,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099880
5,LOCAL TOLLS,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099880
6,"APPLYING ON CRUDE PETROLEUM, NATURAL GAS LIQUIDS AND REFINED PETROLEUM PRODUCTS  FROM  POINTS IN THE PROVINCES OF ALBERTA, SASKATCHEWAN, MANITOBA, ONTARIO AND THE INTERNATIONAL BOUNDARY NEAR SARNIA,",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099880
7,"ONTARIO  TO POINTS IN THE PROVINCES OF ALBERTA, SASKATCHEWAN, MANITOBA, ONTARIO AND THE INTERNATIONAL BOUNDARY NEAR GRETNA,",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099880
8,"MANITOBA    Tolls for the transportation of Crude Petroleum, Natural Gas Liquids, and Refined Petroleum Products are comprised of the applicable charges and surcharges of receipt, transmission and delivery as listed in this tariff.",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099880
9,The charges listed in this tariff are subject to the Rules and Regulations published in the Carrier’s tariffs National Energy Board (NEB),https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099880
10,Nos.,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099880
11,"443, 389, 417 and reissues thereof.   ",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099880
12,"The charges listed in this tariff are payable in Canadian currency and are applicable on the Canadian movement only of Crude Petroleum, Natural Gas Liquids, and Refined Petroleum Products tendered to the Carrier at Regular Receiving Points in Canada for delivery to Regular Delivery Points in Canada.  ",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099880
13,ISSUED:,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099880
14,"May 28, 2020 EFFECTIVE:",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099880
15,"July 1, 2020   ",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099880
16,ISSUED,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099880
17,BY:,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099880
18,"Ranjana Martin Director, Regulatory Services Enbridge Pipelines Inc. 200, 425 –",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099880
19,1st Street,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099880
20,"S.W. Calgary, AB   T2P 3L8",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099880
21,Canada       ,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099880
22,COMPILED,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099880
23,BY: [W] Steven Soto Matt Ferguson  ,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099880
24,Regulatory Services Enbridge Pipelines Inc. [W] (587) 955-2873 (403) 718-3463    E-mail:,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099880
25,Enbridge-Tariffs@enbridge.com     mailto:Enbridge-Tariffs@enbridge.com                                                                                        ,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099880
26,CER,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099880
27,No.,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099880
28,470,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099880
29,Page 2 of 5    ALLOWANCE OIL REVENUE    ,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099880
30,"In addition to the transportation tolls listed below, the Carrier shall collect in kind 1/20 of 1 percent of all Crude Petroleum, Natural Gas Liquids and Refined Petroleum Products delivered to shippers.  ",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099880
31,NON-PERFORMANCE PENALTY   ,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099880
32,A Non-Performance Penalty will be charged in accordance with the provisions of Rules 18(a) and (f) and 19(a) and (f) of the applicable Rules and Regulations tariff.  ,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099880
